,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel Type,Fuel Consumption,CO2 Rating,Transmission_X,Vehicle Class_X,D,E,X,Z
0,Compact,2.4,4,AM,Z,8.6,6.0,1.0,2.0,0,0,0,1
1,SUV: Small,3.5,6,AS,Z,11.2,4.0,3.0,6.0,0,0,0,1
2,SUV: Small,2.0,4,AS,Z,9.9,5.0,3.0,6.0,0,0,0,1
3,SUV: Small,2.0,4,AS,Z,10.3,5.0,3.0,6.0,0,0,0,1
4,Compact,2.0,4,AS,Z,9.8,5.0,3.0,2.0,0,0,0,1
5,Compact,2.0,4,AS,Z,9.8,5.0,3.0,2.0,0,0,0,1
6,Compact,3.0,6,AS,Z,11.0,5.0,3.0,2.0,0,0,0,1
7,Compact,3.0,6,AS,Z,11.2,4.0,3.0,2.0,0,0,0,1
8,Mid-size,2.0,4,A,Z,8.7,6.0,4.0,4.0,0,0,0,1
9,Mid-size,2.0,4,A,Z,9.2,5.0,4.0,4.0,0,0,0,1
10,Mid-size,2.9,6,A,Z,11.6,4.0,4.0,4.0,0,0,0,1
11,SUV: Small,2.0,4,A,Z,9.3,5.0,4.0,6.0,0,0,0,1
12,SUV: Small,2.0,4,A,Z,9.6,5.0,4.0,6.0,0,0,0,1
13,SUV: Small,2.9,6,A,Z,12.3,4.0,4.0,6.0,0,0,0,1
14,Minicompact,4.0,8,A,Z,11.5,4.0,4.0,1.0,0,0,0,1
15,Minicompact,5.2,12,A,Z,13.8,3.0,4.0,1.0,0,0,0,1
16,Minicompact,5.2,12,A,Z,13.8,3.0,4.0,1.0,0,0,0,1
17,SUV: Standard,4.0,8,A,Z,14.6,3.0,4.0,7.0,0,0,0,1
18,Two-seater,4.0,8,A,Z,11.5,4.0,4.0,0.0,0,0,0,1
19,Subcompact,2.0,4,AM,X,7.6,7.0,1.0,3.0,0,0,1,0
20,Compact,2.0,4,AM,Z,8.2,6.0,1.0,2.0,0,0,0,1
21,Compact,2.0,4,AM,Z,8.8,6.0,1.0,2.0,0,0,0,1
22,Station wagon: Small,2.0,4,AM,Z,8.9,6.0,1.0,9.0,0,0,0,1
23,Subcompact,2.0,4,AM,Z,9.1,5.0,1.0,3.0,0,0,0,1
24,Subcompact,2.0,4,AM,Z,8.8,6.0,1.0,3.0,0,0,0,1
25,Mid-size,2.0,4,AM,Z,8.8,6.0,1.0,4.0,0,0,0,1
26,Mid-size,2.0,4,AM,Z,8.9,6.0,1.0,4.0,0,0,0,1
27,Mid-size,3.0,6,AM,Z,9.6,5.0,1.0,4.0,0,0,0,1
28,Station wagon: Mid-size,3.0,6,AM,Z,10.0,5.0,1.0,10.0,0,0,0,1
29,Mid-size,3.0,6,AM,Z,9.6,5.0,1.0,4.0,0,0,0,1
30,Full-size,3.0,6,AS,Z,10.6,5.0,3.0,5.0,0,0,0,1
31,SUV: Small,2.0,4,AS,X,9.2,5.0,3.0,6.0,0,0,1,0
32,SUV: Small,2.0,4,AS,X,10.0,5.0,3.0,6.0,0,0,1,0
33,SUV: Small,2.0,4,AM,Z,9.3,5.0,1.0,6.0,0,0,0,1
34,SUV: Small,2.0,4,AM,Z,9.4,5.0,1.0,6.0,0,0,0,1
35,SUV: Small,2.0,4,AM,Z,9.4,5.0,1.0,6.0,0,0,0,1
36,SUV: Standard,2.0,4,AS,Z,10.8,5.0,3.0,7.0,0,0,0,1
37,SUV: Standard,3.0,6,AS,Z,11.7,4.0,3.0,7.0,0,0,0,1
38,SUV: Standard,3.0,6,AS,Z,11.7,4.0,3.0,7.0,0,0,0,1
39,Two-seater,5.2,10,AM,Z,13.8,3.0,1.0,0.0,0,0,0,1
40,Two-seater,5.2,10,AM,Z,15.3,3.0,1.0,0.0,0,0,0,1
41,Two-seater,5.2,10,AM,Z,13.8,3.0,1.0,0.0,0,0,0,1
42,Two-seater,5.2,10,AM,Z,15.3,3.0,1.0,0.0,0,0,0,1
43,Subcompact,2.9,6,AS,Z,11.4,4.0,3.0,3.0,0,0,0,1
44,Mid-size,2.9,6,AS,Z,11.4,4.0,3.0,4.0,0,0,0,1
45,Station wagon: Mid-size,4.0,8,AS,Z,13.7,3.0,3.0,10.0,0,0,0,1
46,Mid-size,4.0,8,AS,Z,13.5,3.0,3.0,4.0,0,0,0,1
47,SUV: Standard,4.0,8,AS,Z,15.4,2.0,3.0,7.0,0,0,0,1
48,Subcompact,2.0,4,AM,Z,8.8,6.0,1.0,3.0,0,0,0,1
49,Compact,3.0,6,AS,Z,9.7,5.0,3.0,2.0,0,0,0,1
50,Subcompact,3.0,6,AS,Z,10.0,5.0,3.0,3.0,0,0,0,1
51,Subcompact,3.0,6,AS,Z,9.7,5.0,3.0,3.0,0,0,0,1
52,Mid-size,3.0,6,AS,Z,9.7,5.0,3.0,4.0,0,0,0,1
53,Mid-size,2.9,6,AS,Z,10.9,5.0,3.0,4.0,0,0,0,1
54,Mid-size,2.9,6,AS,Z,10.9,5.0,3.0,4.0,0,0,0,1
55,Full-size,4.0,8,AS,Z,13.8,3.0,3.0,5.0,0,0,0,1
56,SUV: Small,3.0,6,AS,Z,11.2,4.0,3.0,6.0,0,0,0,1
57,SUV: Small,3.0,6,AS,Z,11.2,4.0,3.0,6.0,0,0,0,1
58,SUV: Standard,4.0,8,AS,Z,13.9,3.0,3.0,7.0,0,0,0,1
59,SUV: Standard,4.0,8,AS,Z,13.9,3.0,3.0,7.0,0,0,0,1
60,Subcompact,2.0,4,AM,X,9.4,5.0,1.0,3.0,0,0,1,0
61,Two-seater,2.0,4,AM,X,9.4,5.0,1.0,0.0,0,0,1,0
62,Subcompact,2.5,5,AM,Z,10.1,5.0,1.0,3.0,0,0,0,1
63,Subcompact,2.0,4,AM,Z,9.0,5.0,1.0,3.0,0,0,0,1
64,SUV: Standard,4.0,8,AS,Z,13.2,3.0,3.0,7.0,0,0,0,1
65,SUV: Standard,6.0,12,AS,Z,16.3,2.0,3.0,7.0,0,0,0,1
66,Subcompact,4.0,8,AM,Z,12.2,4.0,1.0,3.0,0,0,0,1
67,Subcompact,6.0,12,AM,Z,16.2,2.0,1.0,3.0,0,0,0,1
68,Minicompact,4.0,8,AM,Z,12.5,4.0,1.0,1.0,0,0,0,1
69,Minicompact,6.0,12,AM,Z,17.0,2.0,1.0,1.0,0,0,0,1
70,Mid-size,4.0,8,AM,Z,13.7,3.0,1.0,4.0,0,0,0,1
71,Mid-size,6.0,12,AM,Z,16.0,2.0,1.0,4.0,0,0,0,1
72,Compact,2.0,4,AS,Z,8.3,6.0,3.0,2.0,0,0,0,1
73,Subcompact,2.0,4,AS,Z,8.7,6.0,3.0,3.0,0,0,0,1
74,Subcompact,2.0,4,AS,Z,8.7,6.0,3.0,3.0,0,0,0,1
75,Mid-size,2.0,4,AS,Z,8.9,6.0,3.0,4.0,0,0,0,1
76,Full-size,3.0,6,AS,Z,9.4,5.0,3.0,5.0,0,0,0,1
77,Full-size,4.4,8,AS,Z,12.0,4.0,3.0,5.0,0,0,0,1
78,Full-size,4.4,8,AS,Z,12.0,4.0,3.0,5.0,0,0,0,1
79,Full-size,4.4,8,AS,Z,12.0,4.0,3.0,5.0,0,0,0,1
80,Mid-size,4.4,8,AS,Z,12.0,4.0,3.0,4.0,0,0,0,1
81,SUV: Standard,4.4,8,AS,Z,13.8,3.0,3.0,7.0,0,0,0,1
82,Compact,2.0,4,AS,Z,9.2,5.0,3.0,2.0,0,0,0,1
83,Subcompact,3.0,6,AS,Z,9.1,5.0,3.0,3.0,0,0,0,1
84,Compact,3.0,6,M,Z,12.6,4.0,2.0,2.0,0,0,0,1
85,Compact,3.0,6,AS,Z,12.6,4.0,3.0,2.0,0,0,0,1
86,Compact,3.0,6,AS,Z,12.7,4.0,3.0,2.0,0,0,0,1
87,Compact,3.0,6,AS,Z,9.2,5.0,3.0,2.0,0,0,0,1
88,Subcompact,3.0,6,AS,Z,12.9,3.0,3.0,3.0,0,0,0,1
89,Subcompact,3.0,6,M,Z,12.6,4.0,2.0,3.0,0,0,0,1
90,Subcompact,3.0,6,AS,Z,12.6,4.0,3.0,3.0,0,0,0,1
91,Subcompact,3.0,6,AS,Z,12.7,4.0,3.0,3.0,0,0,0,1
92,Subcompact,3.0,6,AS,Z,9.1,5.0,3.0,3.0,0,0,0,1
93,Subcompact,3.0,6,AS,Z,9.2,5.0,3.0,3.0,0,0,0,1
94,Compact,3.0,6,AS,Z,9.6,5.0,3.0,2.0,0,0,0,1
95,Mid-size,4.4,8,AS,Z,13.8,3.0,3.0,4.0,0,0,0,1
96,Mid-size,4.4,8,AS,Z,13.8,3.0,3.0,4.0,0,0,0,1
97,Mid-size,4.4,8,AS,Z,13.8,3.0,3.0,4.0,0,0,0,1
98,Mid-size,4.4,8,AS,Z,11.6,4.0,3.0,4.0,0,0,0,1
99,Full-size,6.6,12,AS,Z,15.1,3.0,3.0,5.0,0,0,0,1
100,Subcompact,4.4,8,AS,Z,13.8,3.0,3.0,3.0,0,0,0,1
101,Subcompact,4.4,8,AS,Z,13.8,3.0,3.0,3.0,0,0,0,1
102,Subcompact,4.4,8,AS,Z,13.8,3.0,3.0,3.0,0,0,0,1
103,Subcompact,4.4,8,AS,Z,13.8,3.0,3.0,3.0,0,0,0,1
104,Mid-size,4.4,8,AS,Z,13.8,3.0,3.0,4.0,0,0,0,1
105,Mid-size,4.4,8,AS,Z,13.8,3.0,3.0,4.0,0,0,0,1
106,Subcompact,4.4,8,AS,Z,12.0,4.0,3.0,3.0,0,0,0,1
107,Subcompact,4.4,8,AS,Z,11.6,4.0,3.0,3.0,0,0,0,1
108,Mid-size,4.4,8,AS,Z,12.0,4.0,3.0,4.0,0,0,0,1
109,SUV: Small,2.0,4,AS,Z,9.1,5.0,3.0,6.0,0,0,0,1
110,SUV: Small,2.0,4,AS,Z,8.8,6.0,3.0,6.0,0,0,0,1
111,SUV: Small,2.0,4,AS,Z,8.9,6.0,3.0,6.0,0,0,0,1
112,SUV: Small,2.0,4,AS,Z,9.9,5.0,3.0,6.0,0,0,0,1
113,SUV: Small,3.0,6,AS,Z,13.9,3.0,3.0,6.0,0,0,0,1
114,SUV: Small,3.0,6,AS,Z,13.9,3.0,3.0,6.0,0,0,0,1
115,SUV: Small,3.0,6,AS,Z,10.3,5.0,3.0,6.0,0,0,0,1
116,SUV: Small,2.0,4,AS,Z,9.9,5.0,3.0,6.0,0,0,0,1
117,SUV: Small,3.0,6,AS,Z,13.9,3.0,3.0,6.0,0,0,0,1
118,SUV: Small,3.0,6,AS,Z,13.9,3.0,3.0,6.0,0,0,0,1
119,SUV: Small,3.0,6,AS,Z,10.3,5.0,3.0,6.0,0,0,0,1
120,SUV: Standard,3.0,6,AS,Z,10.4,5.0,3.0,7.0,0,0,0,1
121,SUV: Standard,4.4,8,AS,Z,15.7,2.0,3.0,7.0,0,0,0,1
122,SUV: Standard,4.4,8,AS,Z,15.7,2.0,3.0,7.0,0,0,0,1
123,SUV: Standard,4.4,8,AS,Z,12.7,3.0,3.0,7.0,0,0,0,1
124,SUV: Standard,3.0,6,AS,Z,10.4,5.0,3.0,7.0,0,0,0,1
125,SUV: Standard,4.4,8,AS,Z,15.7,2.0,3.0,7.0,0,0,0,1
126,SUV: Standard,4.4,8,AS,Z,15.7,2.0,3.0,7.0,0,0,0,1
127,SUV: Standard,4.4,8,AS,Z,12.7,3.0,3.0,7.0,0,0,0,1
128,SUV: Standard,3.0,6,AS,Z,11.1,5.0,3.0,7.0,0,0,0,1
129,SUV: Standard,4.4,8,AS,Z,13.8,3.0,3.0,7.0,0,0,0,1
130,Two-seater,2.0,4,AS,Z,8.5,6.0,3.0,0.0,0,0,0,1
131,Two-seater,3.0,6,AS,Z,9.6,5.0,3.0,0.0,0,0,0,1
132,Two-seater,8.0,16,AM,Z,22.2,1.0,1.0,0.0,0,0,0,1
133,Two-seater,8.0,16,AM,Z,26.1,1.0,1.0,0.0,0,0,0,1
134,Two-seater,8.0,16,AM,Z,26.1,1.0,1.0,0.0,0,0,0,1
135,SUV: Standard,3.6,6,A,X,11.2,4.0,4.0,7.0,0,0,1,0
136,SUV: Standard,3.6,6,A,X,11.8,4.0,4.0,7.0,0,0,1,0
137,SUV: Small,1.4,4,AS,X,8.6,6.0,3.0,6.0,0,0,1,0
138,SUV: Small,1.4,4,AS,X,9.1,5.0,3.0,6.0,0,0,1,0
139,SUV: Small,1.2,3,AV,X,7.8,6.0,0.0,6.0,0,0,1,0
140,SUV: Small,1.3,3,AV,X,7.9,6.0,0.0,6.0,0,0,1,0
141,SUV: Small,1.3,3,A,X,8.6,6.0,4.0,6.0,0,0,1,0
142,SUV: Small,2.0,4,AS,X,8.9,5.0,3.0,6.0,0,0,1,0
143,SUV: Small,2.0,4,AS,X,9.5,5.0,3.0,6.0,0,0,1,0
144,Compact,2.0,4,AS,Z,8.8,6.0,3.0,2.0,0,0,0,1
145,Compact,2.7,4,AS,Z,9.5,5.0,3.0,2.0,0,0,0,1
146,Compact,2.0,4,AS,Z,9.2,5.0,3.0,2.0,0,0,0,1
147,Compact,2.7,4,AS,Z,10.0,5.0,3.0,2.0,0,0,0,1
148,Compact,2.7,4,AS,Z,10.2,5.0,3.0,2.0,0,0,0,1
149,Compact,2.7,4,AS,Z,10.4,5.0,3.0,2.0,0,0,0,1
150,Compact,3.6,6,AS,Z,12.6,4.0,3.0,2.0,0,0,0,1
151,Compact,3.6,6,M,Z,13.0,3.0,2.0,2.0,0,0,0,1
152,Mid-size,2.0,4,AS,Z,8.8,6.0,3.0,4.0,0,0,0,1
153,Mid-size,3.0,6,AS,Z,10.7,5.0,3.0,4.0,0,0,0,1
154,Mid-size,2.0,4,AS,Z,9.5,5.0,3.0,4.0,0,0,0,1
155,Mid-size,3.0,6,AS,Z,11.1,4.0,3.0,4.0,0,0,0,1
156,Mid-size,3.0,6,AS,Z,11.0,4.0,3.0,4.0,0,0,0,1
157,Mid-size,3.0,6,AS,Z,11.1,4.0,3.0,4.0,0,0,0,1
158,Mid-size,6.2,8,AS,Z,14.8,3.0,3.0,4.0,0,0,0,1
159,Mid-size,6.2,8,M,Z,15.2,3.0,2.0,4.0,0,0,0,1
160,SUV: Standard,3.0,6,A,D,10.5,4.0,4.0,7.0,1,0,0,0
161,SUV: Standard,6.2,8,A,Z,14.7,3.0,4.0,7.0,0,0,0,1
162,SUV: Standard,6.2,8,A,Z,15.1,3.0,4.0,7.0,0,0,0,1
163,SUV: Small,2.0,4,AS,Z,9.0,5.0,3.0,6.0,0,0,0,1
164,SUV: Small,2.0,4,AS,Z,9.7,5.0,3.0,6.0,0,0,0,1
165,SUV: Small,2.0,4,AS,Z,9.6,5.0,3.0,6.0,0,0,0,1
166,SUV: Small,2.0,4,AS,Z,10.1,5.0,3.0,6.0,0,0,0,1
167,SUV: Small,3.6,6,AS,X,11.2,4.0,3.0,6.0,0,0,1,0
168,SUV: Small,2.0,4,AS,Z,10.2,5.0,3.0,6.0,0,0,0,1
169,SUV: Small,3.6,6,AS,X,11.5,4.0,3.0,6.0,0,0,1,0
170,SUV: Small,2.0,4,A,X,9.4,5.0,4.0,6.0,0,0,1,0
171,SUV: Small,3.6,6,A,X,10.7,5.0,4.0,6.0,0,0,1,0
172,SUV: Small,2.0,4,A,X,9.9,5.0,4.0,6.0,0,0,1,0
173,SUV: Small,3.6,6,A,X,11.0,4.0,4.0,6.0,0,0,1,0
174,Subcompact,2.0,4,AS,Z,9.5,5.0,3.0,3.0,0,0,0,1
175,Subcompact,2.0,4,M,Z,10.5,5.0,2.0,3.0,0,0,0,1
176,Subcompact,3.6,6,AS,X,10.7,5.0,3.0,3.0,0,0,1,0
177,Subcompact,3.6,6,M,X,12.0,4.0,2.0,3.0,0,0,1,0
178,Subcompact,6.2,8,AS,Z,12.0,4.0,3.0,3.0,0,0,0,1
179,Subcompact,6.2,8,M,Z,12.6,4.0,2.0,3.0,0,0,0,1
180,Subcompact,6.2,8,AS,Z,15.1,3.0,3.0,3.0,0,0,0,1
181,Subcompact,6.2,8,M,Z,14.9,3.0,2.0,3.0,0,0,0,1
182,Pickup truck: Small,2.5,4,A,X,10.9,5.0,4.0,11.0,0,0,1,0
183,Pickup truck: Small,2.8,4,A,D,10.1,4.0,4.0,11.0,1,0,0,0
184,Pickup truck: Small,3.6,6,A,X,11.3,4.0,4.0,11.0,0,0,1,0
185,Pickup truck: Small,2.5,4,A,X,11.4,4.0,4.0,11.0,0,0,1,0
186,Pickup truck: Small,2.8,4,A,D,10.5,4.0,4.0,11.0,1,0,0,0
187,Pickup truck: Small,3.6,6,A,X,12.1,4.0,4.0,11.0,0,0,1,0
188,Pickup truck: Small,2.8,4,A,D,12.1,3.0,4.0,11.0,1,0,0,0
189,Pickup truck: Small,3.6,6,A,X,14.1,3.0,4.0,11.0,0,0,1,0
190,Two-seater,6.2,8,AS,Z,12.6,4.0,3.0,0.0,0,0,0,1
191,SUV: Small,1.5,4,A,X,8.4,6.0,4.0,6.0,0,0,1,0
192,SUV: Small,1.5,4,A,X,8.8,6.0,4.0,6.0,0,0,1,0
193,Mid-size,1.5,4,AV,X,7.5,7.0,0.0,4.0,0,0,1,0
194,Mid-size,2.0,4,A,Z,9.1,5.0,4.0,4.0,0,0,0,1
195,Pickup truck: Standard,2.7,4,A,X,11.6,4.0,4.0,13.0,0,0,1,0
196,Pickup truck: Standard,3.0,6,A,D,8.9,5.0,4.0,13.0,1,0,0,0
197,Pickup truck: Standard,5.3,8,A,X,14.5,3.0,4.0,13.0,0,0,1,0
198,Pickup truck: Standard,5.3,8,A,E,19.1,3.0,4.0,13.0,0,1,0,0
199,Pickup truck: Standard,5.3,8,A,X,13.4,3.0,4.0,13.0,0,0,1,0
200,Pickup truck: Standard,5.3,8,A,X,13.0,3.0,4.0,13.0,0,0,1,0
201,Pickup truck: Standard,2.7,4,A,X,13.1,3.0,4.0,13.0,0,0,1,0
202,Pickup truck: Standard,2.7,4,A,X,14.0,3.0,4.0,13.0,0,0,1,0
203,Pickup truck: Standard,3.0,6,A,D,10.1,4.0,4.0,13.0,1,0,0,0
204,Pickup truck: Standard,3.0,6,A,D,9.9,4.0,4.0,13.0,1,0,0,0
205,Pickup truck: Standard,3.0,6,A,D,11.2,4.0,4.0,13.0,1,0,0,0
206,Pickup truck: Standard,5.3,8,A,X,14.8,3.0,4.0,13.0,0,0,1,0
207,Pickup truck: Standard,5.3,8,A,E,19.5,3.0,4.0,13.0,0,1,0,0
208,Pickup truck: Standard,5.3,8,A,X,16.2,2.0,4.0,13.0,0,0,1,0
209,Pickup truck: Standard,5.3,8,A,E,21.5,2.0,4.0,13.0,0,1,0,0
210,Pickup truck: Standard,5.3,8,A,X,13.9,3.0,4.0,13.0,0,0,1,0
211,Pickup truck: Standard,5.3,8,A,X,15.3,2.0,4.0,13.0,0,0,1,0
212,Pickup truck: Standard,5.3,8,A,X,13.4,3.0,4.0,13.0,0,0,1,0
213,Pickup truck: Standard,5.3,8,A,X,14.8,3.0,4.0,13.0,0,0,1,0
214,Pickup truck: Standard,5.3,8,A,X,13.9,3.0,4.0,13.0,0,0,1,0
215,Pickup truck: Standard,5.3,8,A,X,14.4,3.0,4.0,13.0,0,0,1,0
216,Pickup truck: Standard,5.3,8,A,X,15.4,2.0,4.0,13.0,0,0,1,0
217,Pickup truck: Standard,5.3,8,A,X,15.5,2.0,4.0,13.0,0,0,1,0
218,Pickup truck: Standard,5.3,8,A,X,16.2,2.0,4.0,13.0,0,0,1,0
219,Pickup truck: Standard,6.2,8,A,Z,14.0,3.0,4.0,13.0,0,0,0,1
220,Pickup truck: Standard,6.2,8,A,Z,14.7,3.0,4.0,13.0,0,0,0,1
221,Pickup truck: Standard,6.2,8,A,Z,15.0,3.0,4.0,13.0,0,0,0,1
222,Pickup truck: Standard,6.2,8,A,Z,15.0,3.0,4.0,13.0,0,0,0,1
223,Pickup truck: Standard,6.2,8,A,Z,16.4,2.0,4.0,13.0,0,0,0,1
224,Pickup truck: Standard,6.2,8,A,Z,15.5,2.0,4.0,13.0,0,0,0,1
225,Subcompact,1.4,4,AV,X,7.0,7.0,0.0,3.0,0,0,1,0
226,Subcompact,1.4,4,M,X,7.2,7.0,2.0,3.0,0,0,1,0
227,SUV: Standard,3.0,6,A,D,10.1,4.0,4.0,7.0,1,0,0,0
228,SUV: Standard,5.3,8,A,X,14.0,3.0,4.0,7.0,0,0,1,0
229,SUV: Standard,5.3,8,A,X,14.1,3.0,4.0,7.0,0,0,1,0
230,SUV: Standard,3.0,6,A,D,10.5,4.0,4.0,7.0,1,0,0,0
231,SUV: Standard,5.3,8,A,X,14.3,3.0,4.0,7.0,0,0,1,0
232,SUV: Standard,5.3,8,A,X,15.1,3.0,4.0,7.0,0,0,1,0
233,SUV: Standard,6.2,8,A,Z,14.7,3.0,4.0,7.0,0,0,0,1
234,SUV: Standard,6.2,8,A,Z,15.1,3.0,4.0,7.0,0,0,0,1
235,SUV: Standard,3.0,6,A,D,9.8,4.0,4.0,7.0,1,0,0,0
236,SUV: Standard,5.3,8,A,X,14.0,3.0,4.0,7.0,0,0,1,0
237,SUV: Standard,5.3,8,A,X,14.1,3.0,4.0,7.0,0,0,1,0
238,SUV: Standard,3.0,6,A,D,10.5,4.0,4.0,7.0,1,0,0,0
239,SUV: Standard,5.3,8,A,X,14.0,3.0,4.0,7.0,0,0,1,0
240,SUV: Standard,5.3,8,A,X,15.1,3.0,4.0,7.0,0,0,1,0
241,SUV: Standard,6.2,8,A,Z,14.7,3.0,4.0,7.0,0,0,0,1
242,SUV: Standard,6.2,8,A,Z,15.1,3.0,4.0,7.0,0,0,0,1
243,SUV: Small,1.2,3,AV,X,7.8,6.0,0.0,6.0,0,0,1,0
244,SUV: Small,1.3,3,AV,X,7.6,7.0,0.0,6.0,0,0,1,0
245,SUV: Small,1.3,3,A,X,8.4,6.0,4.0,6.0,0,0,1,0
246,SUV: Standard,3.6,6,A,X,11.1,4.0,4.0,7.0,0,0,1,0
247,SUV: Standard,3.6,6,A,X,11.8,4.0,4.0,7.0,0,0,1,0
248,SUV: Small,1.4,4,AS,X,8.6,6.0,3.0,6.0,0,0,1,0
249,SUV: Small,1.4,4,AS,X,9.1,5.0,3.0,6.0,0,0,1,0
250,Full-size,3.6,6,A,X,10.3,5.0,4.0,5.0,0,0,1,0
251,Full-size,5.7,8,A,X,12.3,4.0,4.0,5.0,0,0,1,0
252,Full-size,3.6,6,A,X,11.0,4.0,4.0,5.0,0,0,1,0
253,Minivan,3.6,6,A,X,10.6,5.0,4.0,8.0,0,0,1,0
254,Minivan,3.6,6,A,X,10.6,5.0,4.0,8.0,0,0,1,0
255,Minivan,3.6,6,A,X,12.0,4.0,4.0,8.0,0,0,1,0
256,Mid-size,3.6,6,A,X,10.3,5.0,4.0,4.0,0,0,1,0
257,Mid-size,5.7,8,A,X,12.3,4.0,4.0,4.0,0,0,1,0
258,Mid-size,5.7,8,M,Z,13.1,3.0,2.0,4.0,0,0,0,1
259,Mid-size,6.4,8,A,Z,13.0,3.0,4.0,4.0,0,0,0,1
260,Mid-size,6.4,8,M,Z,13.9,3.0,2.0,4.0,0,0,0,1
261,Mid-size,3.6,6,A,X,11.0,4.0,4.0,4.0,0,0,1,0
262,Mid-size,6.4,8,A,Z,13.0,3.0,4.0,4.0,0,0,0,1
263,Mid-size,6.4,8,M,Z,13.9,3.0,2.0,4.0,0,0,0,1
264,Mid-size,6.2,8,A,Z,14.5,3.0,4.0,4.0,0,0,0,1
265,Mid-size,6.2,8,M,Z,15.1,3.0,2.0,4.0,0,0,0,1
266,Mid-size,6.2,8,A,Z,15.3,2.0,4.0,4.0,0,0,0,1
267,Mid-size,6.2,8,M,Z,15.1,3.0,2.0,4.0,0,0,0,1
268,Full-size,3.6,6,A,X,10.3,5.0,4.0,5.0,0,0,1,0
269,Full-size,5.7,8,A,X,12.3,4.0,4.0,5.0,0,0,1,0
270,Full-size,6.4,8,A,Z,13.0,3.0,4.0,5.0,0,0,0,1
271,Full-size,3.6,6,A,X,11.0,4.0,4.0,5.0,0,0,1,0
272,Full-size,6.4,8,A,Z,13.0,3.0,4.0,5.0,0,0,0,1
273,Full-size,6.2,8,A,Z,15.6,2.0,4.0,5.0,0,0,0,1
274,SUV: Standard,3.6,6,A,X,11.3,4.0,4.0,7.0,0,0,1,0
275,SUV: Standard,5.7,8,A,X,14.1,3.0,4.0,7.0,0,0,1,0
276,SUV: Standard,6.4,8,A,Z,15.6,2.0,4.0,7.0,0,0,0,1
277,SUV: Small,1.3,4,A,X,9.1,5.0,4.0,6.0,0,0,1,0
278,SUV: Small,2.3,4,AS,X,11.7,4.0,3.0,6.0,0,0,1,0
279,SUV: Small,2.3,4,M,X,11.8,4.0,2.0,6.0,0,0,1,0
280,SUV: Small,2.7,6,AS,X,12.4,4.0,3.0,6.0,0,0,1,0
281,SUV: Small,2.3,4,AS,X,13.7,3.0,3.0,6.0,0,0,1,0
282,SUV: Small,2.3,4,M,X,14.3,3.0,2.0,6.0,0,0,1,0
283,SUV: Small,2.7,6,AS,X,14.1,3.0,3.0,6.0,0,0,1,0
284,SUV: Small,2.3,4,AS,X,13.1,3.0,3.0,6.0,0,0,1,0
285,SUV: Small,2.3,4,M,X,13.2,3.0,2.0,6.0,0,0,1,0
286,SUV: Small,2.3,4,AS,X,13.4,3.0,3.0,6.0,0,0,1,0
287,SUV: Small,2.3,4,M,X,13.5,3.0,2.0,6.0,0,0,1,0
288,SUV: Small,2.7,6,AS,X,14.1,3.0,3.0,6.0,0,0,1,0
289,SUV: Small,1.5,3,A,X,8.9,5.0,4.0,6.0,0,0,1,0
290,SUV: Small,2.0,4,AS,X,10.2,5.0,3.0,6.0,0,0,1,0
291,SUV: Small,2.0,4,AS,X,9.3,5.0,3.0,6.0,0,0,1,0
292,SUV: Small,2.0,4,A,X,10.1,5.0,4.0,6.0,0,0,1,0
293,SUV: Small,2.0,4,AS,X,10.2,5.0,3.0,6.0,0,0,1,0
294,SUV: Small,2.7,6,AS,X,11.2,4.0,3.0,6.0,0,0,1,0
295,SUV: Small,1.5,3,A,X,7.8,6.0,4.0,6.0,0,0,1,0
296,SUV: Small,1.5,3,A,X,8.4,6.0,4.0,6.0,0,0,1,0
297,SUV: Small,2.0,4,A,X,9.2,5.0,4.0,6.0,0,0,1,0
298,SUV: Small,2.5,4,AV,X,5.8,8.0,0.0,6.0,0,0,1,0
299,SUV: Small,2.5,4,AV,X,5.9,8.0,0.0,6.0,0,0,1,0
300,SUV: Standard,3.5,6,AS,X,12.9,3.0,3.0,7.0,0,0,1,0
301,SUV: Standard,3.5,6,AS,X,13.5,3.0,3.0,7.0,0,0,1,0
302,SUV: Standard,3.5,6,AS,X,13.5,3.0,3.0,7.0,0,0,1,0
303,SUV: Standard,3.5,6,AS,X,13.9,3.0,3.0,7.0,0,0,1,0
304,SUV: Standard,2.3,4,A,X,10.3,5.0,4.0,7.0,0,0,1,0
305,SUV: Standard,2.3,4,A,X,10.7,5.0,4.0,7.0,0,0,1,0
306,SUV: Standard,2.3,4,AS,X,11.5,4.0,3.0,7.0,0,0,1,0
307,SUV: Standard,2.3,4,AS,X,11.8,4.0,3.0,7.0,0,0,1,0
308,SUV: Standard,3.0,6,A,X,11.8,4.0,4.0,7.0,0,0,1,0
309,SUV: Standard,3.3,6,AS,X,9.6,6.0,3.0,7.0,0,0,1,0
310,Pickup truck: Standard,2.7,6,AS,X,10.9,5.0,3.0,13.0,0,0,1,0
311,Pickup truck: Standard,2.7,6,AS,X,12.0,4.0,3.0,13.0,0,0,1,0
312,Pickup truck: Standard,3.3,6,AS,X,11.1,4.0,3.0,13.0,0,0,1,0
313,Pickup truck: Standard,3.3,6,AS,E,15.0,5.0,3.0,13.0,0,1,0,0
